#'chr'	'start'	'end'	'SRX1070676_NT2_DRIPc-seq_rep_1.hg38.bw'	'SRX1070677_NT2_DRIPc-seq_rep_2.hg38.bw'	'SRX1070678_NT2_DRIP-seq_1.hg38.bw'	'SRX1070679_NT2_DRIP-seq_2.hg38.bw'	'SRX1070680_NT2_DRIP-seq_RNaseA.hg38.bw'	'SRX1070681_NT2_DRIP-seq_RNaseH.hg38.bw'	'SRX255721_NT2_DRIP-seq_1.hg38.bw'	'SRX255723_NT2_DRIP-seq_2_rep_1.hg38.bw'	'SRX255724_NT2_DRIP-seq_2_rep_2.hg38.bw'
chr5	73463000	73464000	0.03	0.0	0.41	0.48	0.21	0.11	0.21	0.23	0.0
chr5	73464000	73465000	0.15	0.12	0.53	0.34	0.53	0.37	0.15	0.1	0.17
chr5	73465000	73466000	0.0	0.0	0.35	0.36	0.1	0.0	0.2	0.32	0.11
chr5	73466000	73467000	0.06	0.0	0.59	0.04	0.18	0.11	0.38	0.48	0.05
chr5	73467000	73468000	0.0	0.0	0.37	0.02	0.45	0.22	0.22	0.05	0.15
chr5	73468000	73469000	0.0	0.0	0.12	0.06	0.11	0.2	0.15	0.0	0.36
chr5	73469000	73470000	0.0	0.0	0.0	0.06	0.0	0.02	0.0	0.0	0.0
chr5	73470000	73471000	0.12	0.06	0.48	0.1	0.17	0.22	0.21	0.21	0.11
chr5	73471000	73472000	0.0	0.0	0.49	0.48	0.25	0.22	0.0	0.41	0.15
chr5	73472000	73473000	0.0	0.0	0.39	0.11	0.0	0.26	0.29	0.15	0.21
chr5	73473000	73474000	0.11	0.0	0.48	0.18	0.33	0.07	0.23	0.3	0.15
chr5	73474000	73475000	0.12	0.0	0.13	0.12	0.44	0.21	0.1	0.38	0.34
chr5	73475000	73476000	0.06	0.0	0.2	0.06	0.33	0.11	0.11	0.15	0.13
chr5	73476000	73477000	0.06	0.06	0.18	0.06	0.33	0.32	0.26	0.32	0.32
chr5	73477000	73478000	0.11	0.06	0.54	0.12	0.65	0.0	0.16	0.16	0.22
chr5	73478000	73479000	0.05	0.0	0.33	0.06	0.1	0.22	0.25	0.35	0.11
chr5	73479000	73480000	0.18	0.0	0.35	0.27	0.08	0.22	0.16	0.25	0.05
chr5	73480000	73481000	0.05	0.0	0.24	0.53	0.03	0.22	0.22	0.15	0.15
chr5	73481000	73482000	0.24	0.06	0.78	0.2	0.22	0.21	0.21	0.26	0.42
chr5	73482000	73483000	0.12	0.0	0.46	0.35	0.58	0.75	0.15	0.18	0.19
chr5	73483000	73484000	0.0	0.0	0.52	0.25	0.41	0.74	0.15	0.19	0.15
chr5	73484000	73485000	0.0	0.06	0.29	0.0	0.31	0.35	0.05	0.21	0.16
chr5	73485000	73486000	0.0	0.06	0.18	0.59	0.2	0.22	0.31	0.15	0.16
chr5	73486000	73487000	0.06	0.0	0.18	0.18	1.76	0.66	0.29	0.29	0.32
chr5	73487000	73488000	0.12	0.11	0.12	0.18	0.11	0.41	0.11	0.57	0.15
chr5	73488000	73489000	0.12	0.0	0.12	0.17	0.25	0.58	0.27	0.32	0.25
chr5	73489000	73490000	0.0	0.0	0.35	0.05	0.15	0.3	0.21	0.65	0.57
chr5	73490000	73491000	0.02	0.0	0.12	0.18	0.22	0.22	0.0	0.38	0.38
chr5	73491000	73492000	0.16	0.07	0.24	0.18	0.33	0.11	0.25	0.35	0.71
chr5	73492000	73493000	0.06	0.11	0.41	0.06	0.22	0.64	0.23	0.26	0.15
chr5	73493000	73494000	0.12	0.11	0.82	0.12	0.88	0.53	0.32	0.36	0.17
chr5	73494000	73495000	0.0	0.0	0.71	0.0	0.65	0.65	0.3	0.22	0.0
chr5	73495000	73496000	0.0	0.06	0.65	0.03	0.33	0.13	0.11	0.17	0.33
chr5	73496000	73497000	0.12	0.12	0.41	0.09	0.22	0.31	0.16	0.18	0.08
chr5	73497000	73498000	0.58	0.58	14.98	0.12	11.88	0.55	1.09	0.4	0.31
chr5	73498000	73499000	2.52	1.75	24.15	20.18	26.62	0.21	2.94	2.49	1.94
chr5	73499000	73500000	7.9	7.3	7.66	6.29	9.41	0.53	0.4	0.37	0.24
chr5	73500000	73501000	9.31	7.7	1.68	2.04	4.34	0.46	0.23	0.46	0.46
chr5	73501000	73502000	3.88	2.45	4.82	3.95	3.78	0.24	0.72	0.61	0.42
chr5	73502000	73503000	0.41	0.06	0.58	4.04	0.33	0.55	0.37	0.55	0.63
chr5	73503000	73504000	0.42	0.12	0.93	0.33	0.43	0.48	0.15	0.18	0.23
chr5	73504000	73505000	0.06	0.0	0.42	0.23	0.44	0.7	0.15	0.2	0.24
chr5	73505000	73506000	0.0	0.16	0.3	0.06	0.33	0.23	0.16	0.05	0.23
chr5	73506000	73507000	0.06	0.0	1.22	0.52	0.32	0.22	0.11	0.42	0.1
chr5	73507000	73508000	0.19	0.17	1.26	0.74	0.99	0.33	0.15	0.0	0.0
chr5	73508000	73509000	0.15	0.06	0.82	0.25	1.26	0.29	0.21	0.11	0.1
chr5	73509000	73510000	0.3	0.1	0.57	0.5	1.18	0.04	0.11	0.09	0.22
chr5	73510000	73511000	0.7	0.26	1.17	0.46	0.95	0.11	0.15	0.17	0.18
chr5	73511000	73512000	0.29	0.18	0.62	0.59	0.77	0.0	0.21	0.27	0.27
chr5	73512000	73513000	0.12	0.12	0.97	0.31	1.14	0.22	0.14	0.1	0.06
chr5	73513000	73514000	0.12	0.12	1.21	0.58	1.48	0.0	0.15	0.14	0.16
chr5	73514000	73515000	0.06	0.06	0.89	0.23	0.22	0.43	0.2	0.11	0.11
chr5	73515000	73516000	0.12	0.0	0.63	0.18	0.33	0.33	0.05	0.1	0.3
chr5	73516000	73517000	0.0	0.0	0.37	0.24	0.0	0.64	0.0	0.22	0.16
chr5	73517000	73518000	0.11	0.0	0.35	0.12	0.16	0.21	0.19	0.16	0.17
chr5	73518000	73519000	0.0	0.0	0.12	0.06	0.49	0.11	0.16	0.18	0.06
chr5	73519000	73520000	0.0	0.06	0.48	0.18	0.44	0.0	0.22	0.21	0.27
chr5	73520000	73521000	0.0	0.06	0.41	0.24	0.42	0.0	0.28	0.43	0.47
chr5	73521000	73522000	0.0	0.12	0.25	0.09	0.15	0.11	0.24	0.51	0.11
chr5	73522000	73523000	0.0	0.0	0.45	0.09	0.41	0.33	0.2	0.0	0.1
chr5	73523000	73524000	0.12	0.0	0.36	0.23	0.11	0.31	0.15	0.21	0.15
chr5	73524000	73525000	0.1	0.0	0.35	0.31	0.54	0.51	0.22	0.14	0.05
chr5	73525000	73526000	0.08	0.0	0.24	0.12	0.22	0.2	0.06	0.62	0.28
chr5	73526000	73527000	0.07	0.06	0.36	0.3	0.38	0.38	0.05	0.36	0.5
chr5	73527000	73528000	0.23	0.06	0.48	0.12	0.37	0.47	0.15	0.16	0.42
chr5	73528000	73529000	0.0	0.06	0.18	0.12	0.22	0.22	0.16	0.4	0.59
chr5	73529000	73530000	0.06	0.0	0.28	0.23	0.32	0.22	0.17	0.47	0.27
chr5	73530000	73531000	0.12	0.0	0.29	0.06	0.04	0.33	0.14	0.37	0.31
chr5	73531000	73532000	0.0	0.0	0.57	0.46	0.61	0.0	0.15	0.05	0.05
chr5	73532000	73533000	0.0	0.0	0.39	0.28	0.33	0.43	0.1	0.27	0.2
chr5	73533000	73534000	0.05	0.06	0.71	0.21	0.11	0.22	0.26	0.05	0.15
chr5	73534000	73535000	0.12	0.0	0.53	0.45	0.21	0.21	0.41	0.21	0.17
chr5	73535000	73536000	0.0	0.06	0.49	0.27	0.36	0.54	0.31	0.25	0.32
chr5	73536000	73537000	0.0	0.0	0.4	0.0	0.41	0.22	0.23	0.43	0.11
chr5	73537000	73538000	0.0	0.0	0.2	0.12	0.21	0.33	0.25	0.2	0.21
chr5	73538000	73539000	0.17	0.0	0.34	0.11	0.11	0.0	0.15	0.17	0.14
chr5	73539000	73540000	0.0	0.05	0.3	0.36	0.22	0.11	0.2	0.23	0.3
chr5	73540000	73541000	0.06	0.0	0.65	0.24	0.39	0.33	0.3	0.21	0.11
chr5	73541000	73542000	0.24	0.0	0.27	0.12	0.15	0.22	0.21	0.05	0.0
chr5	73542000	73543000	0.18	0.0	0.45	0.18	0.29	0.42	0.26	0.42	0.23
chr5	73543000	73544000	0.12	0.0	0.12	0.06	0.37	0.23	0.1	0.15	0.05
chr5	73544000	73545000	0.0	0.0	0.18	0.18	0.44	0.22	0.11	0.25	0.05
chr5	73545000	73546000	0.12	0.0	0.34	0.12	0.44	0.0	0.05	0.36	0.1
chr5	73546000	73547000	0.06	0.0	0.18	0.53	0.33	0.0	0.2	0.22	0.4
chr5	73547000	73548000	0.0	0.0	0.06	0.35	0.0	0.22	0.15	0.23	0.25
chr5	73548000	73549000	0.0	0.04	0.4	0.18	0.11	0.11	0.26	0.3	0.06
chr5	73549000	73549804	0.0	0.012437810945273632	0.47761194029850745	0.13681592039800994	0.0	0.2736318407960199	0.0	0.1417910447761194	0.06218905472636816
chr6	16099596	16100000	0.2722772277227723	0.0	0.39603960396039606	0.0	0.5198019801980198	1.0495049504950495	0.0	0.2722772277227723	0.12376237623762376
chr6	16100000	16101000	0.12	0.0	1.1	0.41	0.22	0.53	0.36	0.34	0.34
chr6	16101000	16102000	0.0	0.06	0.52	0.4	0.0	0.71	0.15	0.05	0.2
chr6	16102000	16103000	0.02	0.0	0.45	0.18	0.19	0.2	0.15	0.15	0.05
chr6	16103000	16104000	0.03	0.0	0.21	0.06	0.25	0.3	0.2	0.07	0.0
chr6	16104000	16105000	0.0	0.0	0.18	0.29	0.44	0.25	0.05	0.14	0.31
chr6	16105000	16106000	0.06	0.0	0.12	0.41	0.11	0.44	0.11	0.15	0.05
chr6	16106000	16107000	0.0	0.0	0.16	0.0	0.46	0.11	0.22	0.16	0.27
chr6	16107000	16108000	0.12	0.0	0.37	0.24	0.26	0.11	0.2	0.24	0.05
chr6	16108000	16109000	0.0	0.0	0.25	0.18	0.16	0.33	0.16	0.37	0.35
chr6	16109000	16110000	0.0	0.0	0.35	0.31	0.53	0.11	0.17	0.11	0.34
chr6	16110000	16111000	0.0	0.06	0.23	0.11	0.0	0.32	0.32	0.15	0.32
chr6	16111000	16112000	0.0	0.0	0.3	0.55	0.44	0.23	0.27	0.15	0.17
chr6	16112000	16113000	0.12	0.0	0.35	0.17	0.33	0.0	0.22	0.69	0.35
chr6	16113000	16114000	0.1	0.0	0.45	0.06	0.0	0.21	0.0	0.26	0.15
chr6	16114000	16115000	0.06	0.0	0.25	0.24	0.11	0.5	0.11	0.24	0.28
chr6	16115000	16116000	0.06	0.06	0.52	0.11	0.21	0.38	0.05	0.2	0.3
chr6	16116000	16117000	0.0	0.0	0.36	0.12	0.11	0.11	0.27	0.3	0.1
chr6	16117000	16118000	0.0	0.0	0.39	0.06	0.32	0.1	0.16	0.42	0.31
chr6	16118000	16119000	0.0	0.0	0.31	0.24	0.44	0.43	0.21	0.21	0.1
chr6	16119000	16120000	0.12	0.0	0.12	0.17	0.33	0.0	0.27	0.23	0.11
chr6	16120000	16121000	0.0	0.06	0.35	0.06	0.44	0.11	0.15	0.12	0.16
chr6	16121000	16122000	0.12	0.05	0.23	0.35	0.55	0.21	0.27	0.1	0.14
chr6	16122000	16123000	0.0	0.0	0.17	0.06	0.0	0.11	0.0	0.27	0.14
chr6	16123000	16124000	0.0	0.06	0.23	0.12	0.11	0.22	0.11	0.0	0.2
chr6	16124000	16125000	0.0	0.0	0.42	0.25	0.11	0.05	0.16	0.11	0.19
chr6	16125000	16126000	0.12	0.0	0.48	0.2	0.65	0.5	0.3	0.11	0.31
chr6	16126000	16127000	0.0	0.06	0.21	0.09	0.19	0.43	0.21	0.07	0.13
chr6	16127000	16128000	0.56	0.18	1.25	0.21	0.57	0.55	0.26	0.4	0.08
chr6	16128000	16129000	1.24	1.18	14.87	6.2	27.27	0.31	1.97	0.7	0.4
chr6	16129000	16130000	1.01	2.2	13.51	10.26	12.57	0.0	1.44	0.76	0.34
chr6	16130000	16131000	3.48	2.14	2.69	2.49	1.57	0.22	0.55	0.35	0.32
chr6	16131000	16132000	1.11	0.36	1.05	0.48	1.03	0.44	0.1	0.22	0.2
chr6	16132000	16133000	2.09	2.3	0.7	0.87	1.43	0.48	0.15	0.15	0.1
chr6	16133000	16134000	1.81	1.4	1.14	0.81	1.42	0.18	0.08	0.32	0.31
chr6	16134000	16135000	1.22	1.27	0.73	0.34	0.77	0.11	0.27	0.17	0.05
chr6	16135000	16136000	1.56	1.23	0.78	0.56	0.89	0.11	0.31	0.25	0.15
chr6	16136000	16137000	2.03	1.03	0.82	2.76	2.04	0.49	0.16	0.16	0.17
chr6	16137000	16138000	2.41	1.68	1.83	2.28	2.47	0.53	0.46	0.32	0.43
chr6	16138000	16139000	1.91	1.6	3.28	2.08	1.04	0.52	0.15	0.39	0.23
chr6	16139000	16140000	3.69	2.05	2.32	1.83	2.81	0.0	0.41	0.21	0.26
chr6	16140000	16141000	4.96	4.48	2.3	1.85	2.95	0.34	0.46	0.38	0.47
chr6	16141000	16142000	5.21	4.38	7.96	2.2	10.43	0.21	0.42	0.34	0.25
chr6	16142000	16143000	1.06	0.97	0.99	2.88	0.75	0.11	0.15	0.36	0.37
chr6	16143000	16144000	1.08	1.35	1.21	0.8	1.08	0.11	0.21	0.05	0.21
chr6	16144000	16145000	1.08	1.13	0.95	0.69	0.93	0.33	0.3	0.16	0.15
chr6	16145000	16146000	1.24	2.0	3.31	1.64	2.6	0.22	0.17	0.27	0.2
chr6	16146000	16147000	2.37	1.51	1.38	0.74	2.65	0.11	0.15	0.15	0.1
chr6	16147000	16148000	1.54	1.66	1.95	1.56	1.42	0.3	0.15	0.26	0.25
chr6	16148000	16149000	7.0	6.36	2.78	4.79	2.27	0.35	0.36	0.49	0.61
chr6	16149000	16150000	14.16	12.36	9.48	5.94	8.26	1.0	0.46	1.05	0.66
chr6	16150000	16151000	16.35	10.4	8.23	5.66	10.83	0.74	0.56	0.99	0.48
chr6	16151000	16152000	4.4	3.02	9.86	5.17	11.4	0.61	0.46	0.66	0.77
chr6	16152000	16153000	3.53	2.19	2.44	5.41	2.19	0.65	0.3	0.5	0.54
chr6	16153000	16154000	2.17	1.53	6.94	2.14	6.52	0.98	0.33	0.53	0.29
chr6	16154000	16155000	1.69	1.65	5.67	2.66	6.59	0.86	0.36	0.62	0.11
chr6	16155000	16156000	1.3	0.62	4.76	2.93	3.49	1.29	0.46	0.09	0.25
chr6	16156000	16157000	0.75	0.35	3.76	0.78	1.44	0.56	0.21	0.36	0.17
chr6	16157000	16158000	0.25	0.23	1.2	0.66	0.75	0.13	0.05	0.15	0.09
chr6	16158000	16159000	0.28	0.25	1.35	0.53	0.39	0.31	0.0	0.1	0.15
chr6	16159000	16160000	0.63	0.61	1.53	0.79	1.24	0.11	0.1	0.2	0.16
chr6	16160000	16161000	0.2	0.2	1.03	0.74	0.62	0.44	0.11	0.11	0.26
chr6	16161000	16162000	0.23	0.06	0.72	0.84	0.52	0.18	0.11	0.2	0.0
chr6	16162000	16163000	0.06	0.06	0.51	0.3	0.73	0.14	0.32	0.15	0.26
chr6	16163000	16164000	0.18	0.18	0.86	0.35	0.63	0.31	0.35	0.1	0.21
chr6	16164000	16165000	0.34	0.15	0.3	0.33	0.7	0.32	0.15	0.15	0.31
chr6	16165000	16166000	0.12	0.2	0.52	0.34	0.39	0.11	0.28	0.14	0.26
chr6	16166000	16167000	0.12	0.02	0.54	0.1	0.42	0.31	0.14	0.34	0.27
chr6	16167000	16168000	0.0	0.1	0.7	0.18	0.45	0.22	0.21	0.23	0.4
chr6	16168000	16169000	0.0	0.0	0.28	0.41	0.44	0.11	0.15	0.41	0.33
chr6	16169000	16170000	0.0	0.0	0.48	0.12	0.66	0.33	0.26	0.15	0.1
chr6	16170000	16171000	0.0	0.0	0.24	0.05	0.0	0.39	0.21	0.17	0.2
chr6	16171000	16172000	0.0	0.0	0.18	0.18	0.11	0.24	0.21	0.04	0.15
chr6	16172000	16173000	0.0	0.18	0.23	0.06	0.54	0.14	0.25	0.25	0.25
chr6	16173000	16174000	0.19	0.0	0.4	0.12	0.42	0.33	0.48	0.34	0.12
chr6	16174000	16175000	0.05	0.0	0.36	0.06	0.35	0.11	0.4	0.44	0.1
chr6	16175000	16176000	0.06	0.11	0.15	0.18	0.22	0.19	0.17	0.15	0.1
chr6	16176000	16177000	0.0	0.0	0.12	0.18	0.33	0.14	0.0	0.15	0.05
chr6	16177000	16178000	0.0	0.0	0.36	0.12	0.28	0.0	0.16	0.15	0.2
chr6	16178000	16179000	0.0	0.12	0.24	0.24	0.05	0.22	0.25	0.41	0.28
chr6	16179000	16180000	0.18	0.06	0.23	0.0	0.11	0.0	0.21	0.16	0.05
chr6	16180000	16181000	0.06	0.0	0.11	0.12	0.11	0.11	0.05	0.25	0.15
chr6	16181000	16182000	0.15	0.0	0.31	0.3	0.0	0.21	0.08	0.21	0.01
chr6	16182000	16183000	0.03	0.0	0.29	0.23	0.11	0.32	0.41	0.26	0.29
chr6	16183000	16184000	0.0	0.06	0.23	0.18	0.92	0.77	0.31	0.27	0.21
chr6	16184000	16185000	0.0	0.0	0.41	0.3	0.83	0.45	0.47	0.15	0.05
chr6	16185000	16186000	0.06	0.0	0.36	0.23	0.65	0.3	0.22	0.1	0.27
chr6	16186000	16187000	0.0	0.0	0.06	0.11	0.01	0.55	0.05	0.47	0.32
chr6	16187000	16188000	0.18	0.12	0.3	0.12	0.33	0.55	0.25	0.15	0.15
chr6	16188000	16189000	0.02	0.0	0.06	0.28	0.11	0.41	0.27	0.25	0.0
chr6	16189000	16190000	0.11	0.0	0.3	0.18	0.33	0.43	0.17	0.21	0.32
chr6	16190000	16191000	0.04	0.0	0.18	0.35	0.0	0.26	0.19	0.31	0.18
chr6	16191000	16192000	0.0	0.0	0.3	0.12	0.22	0.1	0.06	0.11	0.05
chr6	16192000	16193000	0.0	0.0	0.14	0.17	0.27	0.55	0.1	0.09	0.12
chr6	16193000	16194000	0.12	0.0	0.27	0.16	0.33	0.0	0.15	0.15	0.26
chr6	16194000	16195000	0.0	0.0	0.12	0.13	0.83	0.0	0.16	0.21	0.25
chr6	16195000	16196000	0.06	0.0	0.47	0.12	0.22	0.33	0.22	0.15	0.1
chr6	16196000	16197000	0.12	0.06	0.45	0.12	0.6	0.44	0.16	0.2	0.25
chr6	16197000	16198000	0.0	0.0	0.3	0.18	0.37	0.11	0.1	0.05	0.0
chr6	16198000	16199000	0.06	0.0	0.1	0.06	0.55	0.0	0.06	0.1	0.05
chr6	16199000	16199596	0.0	0.0	0.3691275167785235	0.10067114093959731	0.738255033557047	0.0	0.18456375838926176	0.08389261744966443	0.2684563758389262
chr6	26106659	26107000	0.0	0.0	0.17595307917888564	0.3225806451612903	1.0850439882697946	0.3225806451612903	0.0	0.5630498533724341	0.3841642228739003
chr6	26107000	26108000	0.06	0.06	0.48	0.19	0.73	0.3	0.46	0.59	0.07
chr6	26108000	26109000	0.06	0.0	0.12	0.09	0.56	0.44	0.06	0.21	0.19
chr6	26109000	26110000	0.06	0.06	0.2	0.09	0.21	0.26	0.07	0.4	0.37
chr6	26110000	26111000	0.06	0.05	0.4	0.06	0.11	0.2	0.22	0.24	0.45
chr6	26111000	26112000	0.06	0.06	0.18	0.06	0.22	0.17	0.2	0.3	0.16
chr6	26112000	26113000	0.0	0.0	0.42	0.0	0.44	0.32	0.18	0.48	0.26
chr6	26113000	26114000	0.0	0.06	0.13	0.12	0.44	0.32	0.15	0.19	0.07
chr6	26114000	26115000	0.18	0.0	0.17	0.11	0.18	0.33	0.0	0.16	0.1
chr6	26115000	26116000	0.0	0.06	0.17	0.24	0.15	0.26	0.11	0.17	0.2
chr6	26116000	26117000	0.12	0.0	0.18	0.0	0.22	0.18	0.1	0.43	0.05
chr6	26117000	26118000	0.12	0.0	0.24	0.0	0.39	0.4	0.26	0.31	0.22
chr6	26118000	26119000	0.0	0.06	0.17	0.18	0.23	0.15	0.1	0.26	0.32
chr6	26119000	26120000	0.06	0.0	0.17	0.0	0.47	0.1	0.0	0.06	0.26
chr6	26120000	26121000	0.0	0.0	0.18	0.13	0.16	0.22	0.18	0.3	0.11
chr6	26121000	26122000	0.12	0.0	0.3	0.05	0.39	0.54	0.19	0.45	0.65
chr6	26122000	26123000	0.0	0.0	0.49	0.11	0.69	0.66	0.15	0.57	0.59
chr6	26123000	26124000	0.11	0.12	4.88	4.42	8.86	0.22	0.44	0.49	0.62
chr6	26124000	26125000	0.11	0.0	3.13	1.96	8.09	0.33	0.42	0.55	0.21
chr6	26125000	26126000	0.12	0.06	0.42	0.65	2.9	0.4	0.25	0.25	0.15
chr6	26126000	26127000	0.16	0.18	1.11	0.43	2.88	0.47	0.31	0.36	0.36
chr6	26127000	26128000	0.14	0.05	0.95	0.34	2.16	0.44	0.3	0.12	0.09
chr6	26128000	26129000	0.06	0.0	0.4	0.18	2.03	0.21	0.3	0.18	0.1
chr6	26129000	26130000	0.0	0.0	0.54	0.6	1.12	0.47	0.23	0.47	0.53
chr6	26130000	26131000	0.06	0.0	0.43	0.06	0.82	0.4	0.21	0.46	0.61
chr6	26131000	26132000	0.0	0.0	0.57	0.18	0.82	0.11	0.34	0.42	0.23
chr6	26132000	26133000	0.0	0.0	0.55	0.16	0.55	0.52	0.26	0.47	0.07
chr6	26133000	26134000	0.06	0.0	0.26	0.19	0.44	0.22	0.39	0.45	0.53
chr6	26134000	26135000	0.0	0.0	0.15	0.12	0.61	0.22	0.41	0.49	0.31
chr6	26135000	26136000	0.12	0.0	0.47	0.17	0.54	0.75	0.05	0.42	0.27
chr6	26136000	26137000	0.06	0.12	0.67	0.65	0.48	0.49	0.41	0.33	0.27
chr6	26137000	26138000	0.0	0.0	0.39	0.18	0.45	0.38	0.49	0.22	0.09
chr6	26138000	26139000	0.0	0.0	0.59	0.12	0.11	0.34	0.18	0.31	0.16
chr6	26139000	26140000	0.18	0.1	0.57	0.06	0.55	0.23	0.05	0.11	0.2
chr6	26140000	26141000	0.06	0.02	0.87	0.54	0.37	0.22	0.15	0.2	0.4
chr6	26141000	26142000	0.06	0.0	0.46	0.24	0.94	0.22	0.45	0.36	0.1
chr6	26142000	26143000	0.12	0.06	0.48	0.35	1.52	0.88	0.47	0.0	0.16
chr6	26143000	26144000	0.0	0.06	0.35	0.07	0.33	0.28	0.28	0.27	0.16
chr6	26144000	26145000	0.0	0.04	0.2	0.18	0.74	0.56	0.26	0.44	0.05
chr6	26145000	26146000	0.0	0.02	0.22	0.0	0.58	0.68	0.25	0.1	0.0
chr6	26146000	26147000	0.05	0.0	0.29	0.17	0.22	0.11	0.11	0.16	0.11
chr6	26147000	26148000	0.12	0.0	0.21	0.06	0.6	0.32	0.25	0.18	0.1
chr6	26148000	26149000	0.06	0.06	0.14	0.24	0.05	0.1	0.32	0.1	0.1
chr6	26149000	26150000	0.06	0.06	0.18	0.17	0.54	0.43	0.11	0.1	0.2
chr6	26150000	26151000	0.06	0.06	0.29	0.18	0.11	0.44	0.21	0.15	0.11
chr6	26151000	26152000	0.06	0.0	0.18	0.3	0.33	0.22	0.0	0.15	0.15
chr6	26152000	26153000	0.06	0.06	0.18	0.0	0.0	0.33	0.16	0.12	0.1
chr6	26153000	26154000	0.12	0.06	0.28	0.06	0.33	0.32	0.11	0.23	0.17
chr6	26154000	26155000	0.12	0.0	0.12	0.0	0.21	0.05	0.2	0.1	0.15
chr6	26155000	26156000	0.06	0.05	0.23	2.95	0.46	0.61	0.21	0.25	0.25
chr6	26156000	26157000	1.17	1.57	27.42	20.18	34.4	0.33	5.66	3.92	2.14
chr6	26157000	26158000	1.32	1.44	41.57	13.41	58.82	0.66	8.98	3.16	2.32
chr6	26158000	26159000	0.44	0.37	15.8	2.83	14.12	0.11	2.2	0.21	0.26
chr6	26159000	26160000	0.3	0.24	5.3	1.96	8.56	0.44	0.68	0.55	0.3
chr6	26160000	26161000	0.0	0.12	0.27	0.06	0.96	0.25	0.42	0.27	0.2
chr6	26161000	26162000	0.11	0.0	0.41	0.22	0.66	0.08	0.25	0.15	0.23
chr6	26162000	26163000	0.06	0.12	0.24	0.25	0.0	0.26	0.21	0.1	0.41
chr6	26163000	26164000	0.0	0.0	0.29	0.12	0.11	0.36	0.05	0.19	0.16
chr6	26164000	26165000	0.22	0.0	0.77	0.27	1.25	0.15	0.1	0.31	0.36
chr6	26165000	26166000	0.42	0.23	1.44	0.78	1.62	0.33	0.4	0.1	0.14
chr6	26166000	26167000	0.06	0.07	1.11	0.56	1.58	0.11	0.16	0.2	0.15
chr6	26166200	26167000	0.075	0.075	1.05	0.625	1.3125	0.1375	0.125	0.1625	0.125
chr6	26167000	26168000	0.18	0.0	1.33	0.39	1.32	0.0	0.32	0.68	0.86
chr6	26167000	26168000	0.18	0.0	1.33	0.39	1.32	0.0	0.32	0.68	0.86
chr6	26168000	26169000	0.04	0.0	0.22	0.18	0.21	0.31	0.15	0.15	0.14
chr6	26168000	26169000	0.04	0.0	0.22	0.18	0.21	0.31	0.15	0.15	0.14
chr6	26169000	26170000	0.12	0.12	0.3	0.17	0.6	0.31	0.05	0.16	0.2
chr6	26169000	26170000	0.12	0.12	0.3	0.17	0.6	0.31	0.05	0.16	0.2
chr6	26170000	26171000	0.0	0.0	0.42	0.18	0.94	0.07	0.25	0.06	0.15
chr6	26170000	26171000	0.0	0.0	0.42	0.18	0.94	0.07	0.25	0.06	0.15
chr6	26171000	26172000	0.0	0.06	0.89	0.37	0.97	0.11	0.3	0.44	0.51
chr6	26171000	26172000	0.0	0.06	0.89	0.37	0.97	0.11	0.3	0.44	0.51
chr6	26172000	26173000	0.06	0.06	1.0	0.23	1.65	0.0	0.54	0.51	0.59
chr6	26172000	26173000	0.06	0.06	1.0	0.23	1.65	0.0	0.54	0.51	0.59
chr6	26173000	26174000	0.06	0.06	0.24	0.12	0.65	0.92	0.0	0.41	0.32
chr6	26173000	26174000	0.06	0.06	0.24	0.12	0.65	0.92	0.0	0.41	0.32
chr6	26174000	26175000	0.0	0.12	0.48	0.06	1.41	0.18	0.44	0.41	0.56
chr6	26174000	26175000	0.0	0.12	0.48	0.06	1.41	0.18	0.44	0.41	0.56
chr6	26175000	26176000	0.06	0.0	0.36	0.23	0.02	0.11	0.29	0.61	0.42
chr6	26175000	26176000	0.06	0.0	0.36	0.23	0.02	0.11	0.29	0.61	0.42
chr6	26176000	26177000	0.27	0.06	0.3	0.12	0.31	0.22	0.2	0.25	0.33
chr6	26176000	26177000	0.27	0.06	0.3	0.12	0.31	0.22	0.2	0.25	0.33
chr6	26177000	26178000	0.02	0.06	0.36	0.51	0.11	0.31	0.1	0.45	0.55
chr6	26177000	26178000	0.02	0.06	0.36	0.51	0.11	0.31	0.1	0.45	0.55
chr6	26178000	26179000	0.11	0.0	0.58	0.34	1.01	0.76	0.16	0.05	0.1
chr6	26178000	26179000	0.11	0.0	0.58	0.34	1.01	0.76	0.16	0.05	0.1
chr6	26179000	26180000	0.0	0.12	0.32	0.52	0.59	0.36	0.25	0.26	0.25
chr6	26179000	26180000	0.0	0.12	0.32	0.52	0.59	0.36	0.25	0.26	0.25
chr6	26180000	26181000	0.0	0.12	0.42	0.11	0.49	0.4	0.3	0.27	0.16
chr6	26180000	26181000	0.0	0.12	0.42	0.11	0.49	0.4	0.3	0.27	0.16
chr6	26181000	26182000	0.12	0.18	1.04	0.12	1.69	0.66	0.43	0.25	0.09
chr6	26181000	26182000	0.12	0.18	1.04	0.12	1.69	0.66	0.43	0.25	0.09
chr6	26182000	26183000	0.06	0.0	0.29	0.0	1.58	0.24	0.24	0.16	0.18
chr6	26182000	26183000	0.06	0.0	0.29	0.0	1.58	0.24	0.24	0.16	0.18
